Dato for oprettelse;Dato for afslutning;Indbetalt;Rest;Total;Antal Passagerer;Betalt til klient;Klient rest;betingelser;Jnr.;Flynr.;Fly Selskab
16/07/2018 09.23;28/08/2018 09.55;1.862,00;0;1.862,00;1;1.450,00;0;;94967;6273;Scandinavian Airlines System
16/07/2018 09.35;;0;3.820,00;3.820,00;2;0;2.900,00;;94309;6274;EasyJet
16/07/2018 09.45;;0;4.460,00;4.460,00;2;0;3.460,00;;;6275;Swiss International Air Lines
16/07/2018 10.09;;0;8.930,00;8.930,00;2;0;6.970,00;;;6276;Jet Time A/S
16/07/2018 10.10;;0;13.355,11;13.355,11;4;0;9.300,00;;95280;6277;Air Europa
16/07/2018 10.35;;0;10.377,27;10.377,27;2;0;6.970,00;;94870;6278;Scandinavian Airlines System
16/07/2018 10.47;;0;13.360,36;13.360,36;4;0;9.300,00;;96284;6279;Olympic Airlines
16/07/2018 10.57;;0;13.360,36;13.360,36;4;0;9.300,00;;94969;6280;Primera Air Scandinavia A/S
16/07/2018 11.08;;0;3.790,09;3.790,09;1;0;2.325,00;;94970;6281;Wizz Air Hungary
16/07/2018 11.12;20/09/2018 09.16;1.841,70;828,15;2.669,85;1;1.450,00;0;;94871;6282;BRUSSELS AIRLINES
16/07/2018 11.12;;0;13.357,74;13.357,74;4;0;9.300,00;;95107;6283;Air Europa
16/07/2018 11.19;;0;13.362,99;13.362,99;4;0;9.300,00;;94872;6284;Ryan Air Service
16/07/2018 11.23;;0;6.050,00;6.050,00;2;0;2.860,00;1;93166;6285;Norwegian Air Shuttle
16/07/2018 11.29;28/08/2018 09.55;8.940,00;0;8.940,00;3;6.975,00;0;;94873;6286;Scandinavian Airlines System
16/07/2018 11.35;;0;19.744,48;19.744,48;6;0;13.950,00;;94874;6287;Ryan Air Service
16/07/2018 11.42;;0;1.860,00;1.860,00;1;0;1.450,00;;;6288;British Airways
16/07/2018 11.48;;0;5.950,00;5.950,00;2;0;4.650,00;;;6289;Jet Time A/S
16/07/2018 11.48;;0;7.080,18;7.080,18;2;0;4.650,00;;94972;6290;Primera Air Scandinavia A/S
16/07/2018 11.59;;0;23.900,00;23.900,00;8;0;11.440,00;1;93235;6291;Norwegian Air Shuttle
16/07/2018 12.09;;0;7.081,49;7.081,49;2;0;4.650,00;;94875;6292;Ryan Air Service
16/07/2018 12.13;;0;13.360,36;13.360,36;4;0;9.300,00;;94973;6293;Primera Air Scandinavia A/S
16/07/2018 12.26;;0;3.790,75;3.790,75;1;0;2.325,00;;94876;6294;Ryan Air Service
16/07/2018 12.35;;0;7.191,99;7.191,99;2;0;4.650,00;;94551;6295;Air Europa
16/07/2018 12.56;28/08/2018 09.56;2.980,00;0;2.980,00;1;2.325,00;0;;94974;6296;Scandinavian Airlines System
16/07/2018 13.04;;8.944,08;5.274,48;14.218,56;3;8.944,08;1.510,92;;94822;6297;Jet Time A/S
16/07/2018 13.14;;0;6.050,00;6.050,00;2;0;2.860,00;1;93231;6298;Norwegian Air Shuttle
16/07/2018 13.23;;0;7.080,18;7.080,18;2;0;4.650,00;;94975;6299;Primera Air Scandinavia A/S
16/07/2018 13.27;;0;3.897,31;3.897,31;1;0;2.325,00;;94359;6300;Air France
16/07/2018 13.28;;0;10.372,24;10.372,24;3;0;6.975,00;;94877;6301;Ryan Air Service
16/07/2018 13.29;;0;7.081,49;7.081,49;2;0;4.650,00;;94878;6302;Ryan Air Service
16/07/2018 13.31;;0;5.582,62;5.582,62;2;0;3.460,00;;94976;6303;Air France
16/07/2018 13.49;28/08/2018 09.56;3.724,00;0;3.724,00;2;2.900,00;0;;94977;6304;Scandinavian Airlines System
16/07/2018 14.07;;0;1.960,00;1.960,00;1;0;1.450,00;;93238;6305;Norwegian Aviation College
16/07/2018 14.34;;0;6.050,00;6.050,00;2;0;4.650,00;;93236;6306;Norwegian Air Shuttle
16/07/2018 14.40;;0;10.366,34;10.366,34;3;0;6.975,00;;95281;6307;Ukraine International Airlines
16/07/2018 14.51;;0;1.860,00;1.860,00;1;0;1.450,00;;94489;6308;Lufthansa
16/07/2018 14.56;08/08/2018 11.12;3.676,36;43,64;3.720,00;2;2.900,00;0;;;6309;EasyJet
16/07/2018 15.20;;0;23.900,00;23.900,00;8;0;18.600,00;;93286;6310;Norwegian Air Shuttle
16/07/2018 15.49;09/08/2018 11.02;0;5.580,00;5.580,00;3;0;4.350,00;;;6311;Ryan Air Service
16/07/2018 15.58;;0;8.925,00;8.925,00;3;0;6.975,00;;;6312;Jet Time A/S
16/07/2018 15.59;;5.967,76;2.962,24;8.930,00;2;5.967,76;1.002,24;;;6313;Jet Time A/S
16/07/2018 16.06;;0;17.950,00;17.950,00;6;0;13.950,00;;97300;6314;TAP Portugal
16/07/2018 16.21;;0;16.740,61;16.740,61;5;0;11.625,00;;95336;6315;Ryan Air Service
16/07/2018 16.28;;0;5.586,66;5.586,66;1;0;3.485,00;;95110;6316;Norwegian Air Shuttle
16/07/2018 16.37;;0;10.368,30;10.368,30;3;0;6.975,00;;95111;6317;Scandinavian Airlines System
16/07/2018 16.38;;0;3.720,00;3.720,00;2;0;2.900,00;;;6318;BRUSSELS AIRLINES
16/07/2018 16.52;06/08/2018 13.26;0;14.875,00;14.875,00;5;0;11.625,00;;;6319;Norwegian Air Shuttle
16/07/2018 17.07;;14.670,28;3.179,72;17.850,00;6;13.950,00;0;;;6320;Jet Time A/S
16/07/2018 17.18;24/08/2018 08.58;0;11.900,00;11.900,00;4;0;9.300,00;;;6321;Ryan Air Service
16/07/2018 17.19;12/09/2018 09.15;5.965,00;92,87;6.057,87;2;4.650,00;0;;95872;6322;BRUSSELS AIRLINES
16/07/2018 17.20;28/08/2018 09.55;3.725,00;0;3.725,00;1;1.450,00;0;;94979;6323;Scandinavian Airlines System
16/07/2018 17.23;;0;7.080,18;7.080,18;2;0;4.650,00;;94980;6324;Primera Air Scandinavia A/S
16/07/2018 17.31;;0;13.360,36;13.360,36;4;0;9.300,00;;94981;6325;Ryan Air Service
16/07/2018 17.59;;0;10.359,54;10.359,54;2;0;6.970,00;;96275;6326;Qatar Airways
16/07/2018 18.17;;0;15.262,95;15.262,95;3;0;10.455,00;;94982;6327;Air France
16/07/2018 18.22;;0;3.790,09;3.790,09;1;0;2.325,00;;94983;6328;Ryan Air Service
16/07/2018 18.34;17/07/2018 10.02;0;17.860,00;17.860,00;4;0;13.940,00;;;6329;Delta Air Lines Inc.
16/07/2018 19.14;;0;5.587,65;5.587,65;1;0;3.485,00;;94984;6330;Air France
16/07/2018 19.21;;0;2.230,00;2.230,00;1;0;1.730,00;;;6331;Scandinavian Airlines System
16/07/2018 19.27;;0;4.838,05;4.838,05;2;0;2.900,00;;95115;6332;Ryan Air Service
16/07/2018 19.49;;0;10.375,30;10.375,30;2;0;6.970,00;;94985;6333;Air France
16/07/2018 19.51;;0;3.789,43;3.789,43;1;0;2.325,00;;95116;6334;Scandinavian Airlines System
16/07/2018 20.00;21/08/2018 13.14;5.936,60;13,4;5.950,00;2;4.650,00;0;;;6335;SunExpress
16/07/2018 20.17;26/09/2018 12.53;0;11.900,00;11.900,00;4;0;9.300,00;;;6336;Norwegian Air Shuttle
16/07/2018 20.33;;0;8.864,61;8.864,61;4;0;5.800,00;;94319;6337;EasyJet
16/07/2018 20.34;28/08/2018 09.55;3.724,00;0;3.724,00;2;2.900,00;0;;94986;6338;Scandinavian Airlines System
16/07/2018 20.51;17/07/2018 10.42;0;5.950,00;5.950,00;2;0;4.650,00;;;6339;Vueling Airlines
16/07/2018 20.54;;0;13.360,36;13.360,36;4;0;9.300,00;;94987;6340;Ryan Air Service
16/07/2018 21.03;;0;10.375,30;10.375,30;2;0;6.970,00;;94988;6341;Eurowings Aviation GmbH
16/07/2018 21.20;24/07/2018 20.09;0;3.720,00;3.720,00;2;0;2.900,00;;;6342;Ryan Air Service
16/07/2018 21.26;28/08/2018 09.55;1.862,00;0;1.862,00;1;1.450,00;0;;95282;6343;Scandinavian Airlines System
16/07/2018 22.16;19/09/2018 13.55;9.315,00;2.304,74;11.619,74;5;7.250,00;0;;94555;6344;Scandinavian Airlines System
16/07/2018 22.20;;0;13.360,36;13.360,36;4;0;9.300,00;;94989;6345;Primera Air Scandinavia A/S
16/07/2018 22.27;;0;4.838,87;4.838,87;2;0;2.900,00;;94990;6346;Scandinavian Airlines System
16/07/2018 23.14;12/09/2018 10.03;1.841,50;18,5;1.860,00;1;1.450,00;0;;94991;6347;LOT Polish Airlines
16/07/2018 23.25;29/08/2018 11.34;5.966,56;0;5.966,56;2;4.650,00;0;;;6348;Jet Time A/S
16/07/2018 23.36;;0;1.860,00;1.860,00;1;0;1.450,00;;96874;6349;Scandinavian Airlines System
16/07/2018 23.53;;0;7.078,87;7.078,87;2;0;4.650,00;;95118;6350;Ryan Air Service
17/07/2018 00.00;05/09/2018 11.55;0;8.930,00;8.930,00;2;0;6.970,00;;;6351;Air France
17/07/2018 00.04;;0;13.360,36;13.360,36;4;0;9.300,00;;94992;6352;Vueling Airlines
17/07/2018 01.42;;0;13.360,36;13.360,36;4;0;9.300,00;;94993;6353;Primera Air Scandinavia A/S
17/07/2018 07.24;13/09/2018 16.45;0;22.325,00;22.325,00;5;0;17.425,00;;;6354;SunExpress
17/07/2018 07.55;;0;4.838,87;4.838,87;2;0;2.900,00;;94994;6355;Lufthansa
17/07/2018 08.34;;0;2.669,44;2.669,44;1;0;1.450,00;;95119;6356;Scandinavian Airlines System
17/07/2018 08.34;;0;10.366,34;10.366,34;3;0;6.975,00;;95283;6357;Wizz Air Hungary
17/07/2018 08.46;16/08/2018 18.45;0;3.720,00;3.720,00;2;0;2.900,00;;;6358;Ryan Air Service
17/07/2018 08.54;15/08/2018 08.50;3.676,00;44;3.720,00;2;2.900,00;0;;;6359;Norwegian Air Shuttle
17/07/2018 09.36;;0;13.395,00;13.395,00;3;0;10.455,00;;;6360;KLM Royal Dutch Airlines
17/07/2018 10.18;;0;8.876,10;8.876,10;4;0;5.800,00;;95121;6361;Ryan Air Service
17/07/2018 10.41;14/09/2018 09.33;11.912,47;1.447,89;13.360,36;4;9.300,00;0;;94995;6362;Norwegian Air Shuttle
17/07/2018 10.43;02/08/2018 09.28;7.451,88;0;7.451,88;4;5.800,00;0;;;6363;BRUSSELS AIRLINES
17/07/2018 10.50;;0;14.883,17;14.883,17;7;0;10.150,00;;95122;6364;Ryan Air Service
17/07/2018 10.54;31/08/2018 08.57;1.816,49;43,51;1.860,00;1;1.450,00;0;;;6365;EasyJet
17/07/2018 10.59;06/09/2018 16.07;17.891,00;0;17.891,00;4;13.940,00;0;;;6366;Air France
17/07/2018 11.08;;0;2.668,61;2.668,61;1;0;1.450,00;;95284;6367;Scandinavian Airlines System
17/07/2018 11.23;;1.812,61;7.117,39;8.930,00;2;1.812,61;5.157,39;;;6368;EasyJet
17/07/2018 11.35;03/08/2018 10.09;2.385,00;0;2.385,00;1;1.450,00;0;;;6369;Norwegian Air Shuttle
17/07/2018 11.35;;0;7.078,87;7.078,87;2;0;4.650,00;;95123;6370;Vueling Airlines
17/07/2018 11.44;20/08/2018 13.29;5.963,60;0;5.963,60;2;4.650,00;0;;;6371;Jet Time A/S
17/07/2018 11.45;;0;3.789,43;3.789,43;1;0;2.325,00;;95124;6372;Scandinavian Airlines System
17/07/2018 11.52;;0;16.747,17;16.747,17;5;0;11.625,00;;95125;6373;Vueling Airlines
17/07/2018 11.53;27/07/2018 10.37;0;8.925,00;8.925,00;3;0;6.975,00;;;6374;Norwegian Air Shuttle
17/07/2018 11.59;03/09/2018 12.21;0;14.875,00;14.875,00;5;0;11.625,00;;;6375;SunExpress
17/07/2018 12.05;;0;4.838,87;4.838,87;2;0;2.900,00;;94996;6376;DAT Danish Air Transport
17/07/2018 13.11;;0;10.373,33;10.373,33;2;0;6.970,00;;95126;6377;Ryan Air Service
17/07/2018 13.20;;0;24.233,32;24.233,32;5;0;17.425,00;;95127;6378;Ryan Air Service
17/07/2018 13.38;;0;4.840,51;4.840,51;2;0;2.900,00;;96010;6379;Norwegian Air Shuttle
17/07/2018 13.43;;0;1.960,00;1.960,00;1;0;1.450,00;;94484;6380;Lufthansa
17/07/2018 13.47;;0;24.233,32;24.233,32;5;0;17.425,00;;95128;6381;Lufthansa
17/07/2018 14.02;28/09/2018 09.49;7.409,00;1.490,07;8.899,07;4;5.800,00;0;;96330;6382;EasyJet
17/07/2018 14.28;;0;2.669,02;2.669,02;1;0;1.450,00;;95129;6383;Volotea
17/07/2018 14.43;;0;7.078,87;7.078,87;2;0;4.650,00;;95130;6384;Primera Air Scandinavia A/S
17/07/2018 14.49;;0;5.586,66;5.586,66;1;0;3.485,00;;95131;6385;Finnair
17/07/2018 14.54;30/08/2018 08.36;5.952,00;0;5.952,00;2;4.650,00;0;;;6386;Atlantic Airways
17/07/2018 14.54;03/08/2018 10.09;3.720,00;0;3.720,00;2;2.900,00;0;;;6387;Norwegian Air Shuttle
17/07/2018 15.13;;0;10.867,69;10.867,69;5;0;7.250,00;;93307;6388;Air Baltic
17/07/2018 15.17;;0;2.669,02;2.669,02;1;0;1.450,00;;95132;6389;Scandinavian Airlines System
17/07/2018 15.24;28/08/2018 09.55;20.860,00;0;20.860,00;7;16.275,00;0;;95133;6390;Scandinavian Airlines System
17/07/2018 15.25;;0;3.820,00;3.820,00;2;0;2.900,00;;93243;6391;Norwegian Air Shuttle
17/07/2018 15.41;03/08/2018 10.09;8.930,00;0;8.930,00;2;6.970,00;0;;;6392;Norwegian Air Shuttle
17/07/2018 16.04;;0;3.820,00;3.820,00;2;0;2.900,00;;93253;6393;Norwegian Air Shuttle
17/07/2018 16.21;;0;3.789,43;3.789,43;1;0;2.325,00;;95134;6394;Ryan Air Service
17/07/2018 16.47;;0;10.368,30;10.368,30;3;0;6.975,00;;95135;6395;Scandinavian Airlines System
17/07/2018 16.52;;0;10.368,30;10.368,30;3;0;6.975,00;;95136;6396;Icelandair
17/07/2018 17.38;;0;3.720,00;3.720,00;2;0;2.900,00;;;6397;Norwegian Air Shuttle
17/07/2018 17.57;;0;4.838,05;4.838,05;2;0;2.900,00;;95137;6398;Ryan Air Service
17/07/2018 17.59;;0;3.788,78;3.788,78;1;0;2.325,00;;95138;6399;Wizz Air Hungary
17/07/2018 18.05;;0;19.746,66;19.746,66;4;0;13.940,00;;95139;6400;KLM Royal Dutch Airlines
17/07/2018 18.11;;0;1.960,00;1.960,00;1;0;1.450,00;;94069;6401;EasyJet
17/07/2018 18.11;;0;19.738,78;19.738,78;4;0;13.940,00;;95337;6402;Air France
17/07/2018 18.24;;0;3.789,43;3.789,43;1;0;2.325,00;;95140;6403;Wizz Air Hungary
17/07/2018 18.27;17/08/2018 08.53;11.900,00;0;11.900,00;4;9.300,00;0;;;6404;Norwegian Air Shuttle
17/07/2018 18.34;;0;1.860,00;1.860,00;1;0;1.450,00;;;6405;Norwegian Air Shuttle
17/07/2018 19.36;;0;19.736,61;19.736,61;6;0;13.950,00;;95141;6406;Ryan Air Service
17/07/2018 19.37;14/08/2018 09.11;0;5.950,00;5.950,00;2;0;4.650,00;;;6407;Ryan Air Service
17/07/2018 19.38;;0;6.707,07;6.707,07;3;0;4.350,00;;95142;6408;Ryan Air Service
17/07/2018 19.54;30/08/2018 08.36;1.860,00;0;1.860,00;1;1.450,00;0;;;6409;Atlantic Airways
17/07/2018 20.00;;0;17.860,00;17.860,00;4;0;13.940,00;;;6410;British Airways
17/07/2018 20.01;;0;13.357,74;13.357,74;4;0;9.300,00;;95144;6411;Ryan Air Service
17/07/2018 20.09;;0;7.078,87;7.078,87;2;0;4.650,00;;95145;6412;Vueling Airlines
17/07/2018 20.24;;0;2.669,02;2.669,02;1;0;1.450,00;;95146;6413;Atlantic Airways
17/07/2018 20.39;27/09/2018 11.05;5.952,00;0;5.952,00;2;4.650,00;0;;;6414;Atlantic Airways
17/07/2018 21.48;;0;1.860,00;1.860,00;1;0;1.450,00;;;6415;Scandinavian Airlines System
17/07/2018 21.58;;0;10.371,36;10.371,36;2;0;6.970,00;;95148;6416;Thomas Cook Airlines
17/07/2018 22.05;08/08/2018 11.12;3.676,18;43,82;3.720,00;2;2.900,00;0;;;6417;EasyJet
17/07/2018 22.08;08/08/2018 11.12;3.676,18;43,82;3.720,00;2;2.900,00;0;;;6418;EasyJet
17/07/2018 22.22;31/07/2018 12.17;0;4.465,00;4.465,00;1;0;3.485,00;;;6419;British Airways
17/07/2018 22.24;03/09/2018 10.34;0;6.059,19;6.059,19;2;0;4.650,00;;95414;6420;Germania
17/07/2018 22.24;;0;6.707,07;6.707,07;3;0;4.350,00;;95149;6421;Ryan Air Service
17/07/2018 22.30;;0;4.465,00;4.465,00;1;0;3.485,00;;;6422;British Airways
17/07/2018 23.07;21/08/2018 12.17;0;1.860,00;1.860,00;1;0;1.450,00;;;6423;Atlantic Airways
17/07/2018 23.22;;0;9.400,00;9.400,00;5;0;7.250,00;;93432;6424;Norwegian Air Shuttle
17/07/2018 23.28;;0;2.669,02;2.669,02;1;0;1.450,00;;95151;6425;Eurowings Aviation GmbH
17/07/2018 23.32;;0;1.961,64;1.961,64;1;0;1.450,00;;97932;6426;Scandinavian Airlines System
18/07/2018 00.14;;0;2.669,02;2.669,02;1;0;1.450,00;;95152;6427;Austrian Airlines
18/07/2018 00.39;;0;7.078,87;7.078,87;2;0;4.650,00;;95153;6428;Primera Air Scandinavia A/S
18/07/2018 00.42;;0;6.707,07;6.707,07;3;0;4.350,00;;95154;6429;Scandinavian Airlines System
18/07/2018 00.52;;0;13.355,11;13.355,11;4;0;9.300,00;;95155;6430;Onur Air
18/07/2018 06.36;;0;3.789,43;3.789,43;1;0;2.325,00;;95156;6431;Bulgaria Air
18/07/2018 07.07;;0;12.000,00;12.000,00;4;0;5.720,00;1;93245;6432;Norwegian Air Shuttle
18/07/2018 07.31;;0;3.789,43;3.789,43;1;0;2.325,00;;95157;6433;Bulgaria Air
18/07/2018 07.59;21/08/2018 11.06;0;7.440,00;7.440,00;4;0;5.800,00;;;6434;Atlantic Airways
18/07/2018 08.09;10/08/2018 08.32;0;1.860,00;1.860,00;1;0;1.450,00;;;6435;Scandinavian Airlines System
18/07/2018 08.18;;0;7.077,56;7.077,56;2;0;4.650,00;;95158;6436;Wizz Air Hungary
18/07/2018 08.34;;0;5.586,66;5.586,66;1;0;3.485,00;;95159;6437;Japan Airlines
18/07/2018 08.56;;0;7.076,25;7.076,25;2;0;4.650,00;;95338;6438;Small Planet Airlines
18/07/2018 09.41;;0;9.061,51;9.061,51;2;0;6.970,00;;96949;6439;Bulgaria Air
18/07/2018 09.45;14/09/2018 15.05;1.964,23;0;1.964,23;1;1.450,00;0;;96596;6440;Scandinavian Airlines System
18/07/2018 09.54;;0;5.585,68;5.585,68;1;0;3.485,00;;95160;6441;Air Greenland
18/07/2018 10.02;;0;1.960,00;1.960,00;1;0;907,5;1;93246;6442;Norwegian Aviation College
18/07/2018 10.07;;0;10.377,27;10.377,27;2;0;6.970,00;;96011;6443;Swiss International Air Lines
18/07/2018 10.16;;0;1.960,00;1.960,00;1;0;907,5;1;93252;6444;Norwegian Air Shuttle
18/07/2018 10.22;;0;13.357,74;13.357,74;4;0;9.300,00;;95161;6445;Ryan Air Service
18/07/2018 10.30;18/07/2018 13.57;0;3.720,00;3.720,00;2;0;2.900,00;;;6446;Scandinavian Airlines System
18/07/2018 10.41;;0;10.368,30;10.368,30;3;0;6.975,00;;95162;6447;Air Europa
18/07/2018 10.42;;0;4.838,05;4.838,05;2;0;2.900,00;;95163;6448;Scandinavian Airlines System
18/07/2018 10.45;;0;4.838,05;4.838,05;2;0;2.900,00;;95164;6449;Ryan Air Service
18/07/2018 10.50;;0;19.728,74;19.728,74;6;0;13.950,00;;95339;6450;Bulgaria Air
18/07/2018 11.24;;1.862,00;1.627,43;3.489,43;1;1.862,00;463;;95165;6451;Ryan Air Service
18/07/2018 11.25;;0;2.669,02;2.669,02;1;0;1.450,00;;95166;6452;Scandinavian Airlines System
18/07/2018 11.30;;0;8.876,10;8.876,10;4;0;5.800,00;;95167;6453;Scandinavian Airlines System
18/07/2018 11.31;;0;10.494,99;10.494,99;2;0;6.970,00;;94490;6454;KLM Royal Dutch Airlines
18/07/2018 11.37;;0;7.078,87;7.078,87;2;0;4.650,00;;95168;6455;Bulgaria Air
18/07/2018 11.43;;0;7.078,87;7.078,87;2;0;4.650,00;;95169;6456;Swiss International Air Lines
18/07/2018 11.44;;0;3.789,43;3.789,43;1;0;2.325,00;;95170;6457;Scandinavian Airlines System
18/07/2018 11.53;;0;3.788,12;3.788,12;1;0;2.325,00;;95340;6458;Vueling Airlines
18/07/2018 12.02;18/07/2018 13.08;0;2.975,00;2.975,00;1;0;2.325,00;;;6459;Bulgaria Air
18/07/2018 12.02;;0;3.789,43;3.789,43;1;0;2.325,00;;95171;6460;Bulgaria Air
18/07/2018 12.04;;0;26.790,00;26.790,00;6;0;20.910,00;;;6461;Jet Time A/S
18/07/2018 12.10;;0;4.838,05;4.838,05;2;0;2.900,00;;95172;6462;Scandinavian Airlines System
18/07/2018 12.12;;0;6.704,61;6.704,61;3;0;4.350,00;;95342;6463;Scandinavian Airlines System
18/07/2018 12.17;;0;1.860,00;1.860,00;1;0;1.450,00;;97738;6464;Ryan Air Service
18/07/2018 12.37;;0;3.820,00;3.820,00;2;0;2.900,00;;94313;6465;EasyJet
18/07/2018 13.20;;0;1.960,00;1.960,00;1;0;907,5;1;93248;6466;Norwegian Air Shuttle
18/07/2018 13.21;14/08/2018 09.27;1.813,24;46,76;1.860,00;1;1.450,00;0;;;6467;EasyJet
18/07/2018 13.29;;0;10.364,37;10.364,37;3;0;6.975,00;;95343;6468;Bulgaria Air
18/07/2018 13.58;;0;3.077,62;3.077,62;1;0;2.325,00;;97257;6469;Air Serbia
18/07/2018 14.13;;0;3.788,12;3.788,12;1;0;2.325,00;;95344;6470;Bulgaria Air
18/07/2018 14.28;;0;3.788,12;3.788,12;1;0;2.325,00;;95345;6471;Bulgaria Air
18/07/2018 14.36;;0;4.838,05;4.838,05;2;0;2.900,00;;95173;6472;Scandinavian Airlines System
18/07/2018 14.51;;0;7.078,87;7.078,87;2;0;4.650,00;;95174;6473;Primera Air Scandinavia A/S
18/07/2018 14.55;03/08/2018 10.09;3.720,00;0;3.720,00;2;2.900,00;0;;;6474;Norwegian Air Shuttle
18/07/2018 15.02;;0;1.960,00;1.960,00;1;0;907,5;1;93249;6475;Norwegian Air Shuttle
18/07/2018 15.20;;0;4.838,05;4.838,05;2;0;2.900,00;;95175;6476;Scandinavian Airlines System
18/07/2018 15.29;;0;5.680,00;5.680,00;3;0;4.350,00;;93257;6477;Norwegian Air Shuttle
18/07/2018 15.30;;0;25.715,48;25.715,48;8;0;18.600,00;;95176;6478;TAP Portugal
18/07/2018 15.43;28/08/2018 09.55;11.920,00;0;11.920,00;4;9.300,00;0;;;6479;Scandinavian Airlines System
18/07/2018 15.48;;0;5.950,00;5.950,00;2;0;4.650,00;;;6480;Vueling Airlines
18/07/2018 15.49;;0;10.369,39;10.369,39;2;0;6.970,00;;95346;6481;KLM Royal Dutch Airlines
18/07/2018 15.51;;0;10.368,30;10.368,30;3;0;6.975,00;;95179;6482;Vueling Airlines
18/07/2018 15.54;;0;7.078,87;7.078,87;2;0;4.650,00;;95180;6483;Bulgaria Air
18/07/2018 15.54;;0;7.078,87;7.078,87;2;0;4.650,00;;95181;6484;Bulgaria Air
18/07/2018 15.58;;0;19.736,61;19.736,61;6;0;13.950,00;;95182;6485;Bulgaria Air
18/07/2018 15.58;;0;10.369,39;10.369,39;2;0;6.970,00;;95347;6486;Air France
18/07/2018 16.05;;0;3.788,12;3.788,12;1;0;2.325,00;;95348;6487;Bulgaria Air
18/07/2018 16.29;;0;10.396,96;10.396,96;2;0;6.970,00;;96477;6488;KLM Royal Dutch Airlines
18/07/2018 16.29;;0;10.369,39;10.369,39;2;0;6.970,00;;95349;6489;KLM Royal Dutch Airlines
18/07/2018 16.29;;0;10.369,39;10.369,39;2;0;6.970,00;;95350;6490;KLM Royal Dutch Airlines
18/07/2018 16.30;;0;3.789,43;3.789,43;1;0;2.325,00;;95183;6491;Ryan Air Service
18/07/2018 16.58;11/09/2018 11.47;4.278,60;1.671,40;5.950,00;2;4.278,60;371,4;;;6492;Jet Time A/S
18/07/2018 17.11;;0;10.371,36;10.371,36;2;0;6.970,00;;95185;6493;Air France
18/07/2018 17.15;;0;10.369,39;10.369,39;2;0;6.970,00;;95351;6494;Air France
18/07/2018 17.16;;0;10.369,39;10.369,39;2;0;6.970,00;;95352;6495;Air France
18/07/2018 17.21;;0;7.077,56;7.077,56;2;0;4.650,00;;95186;6496;Finnair
18/07/2018 18.03;;0;8.879,38;8.879,38;4;0;5.800,00;;96012;6497;Ryan Air Service
18/07/2018 18.04;;0;13.352,49;13.352,49;4;0;9.300,00;;95353;6498;Bulgaria Air
18/07/2018 18.09;;11.130,15;17.270,37;28.400,52;6;11.130,15;9.779,85;;94316;6499;EasyJet
18/07/2018 18.57;;0;8.872,82;8.872,82;4;0;5.800,00;;95354;6500;Primera Air Scandinavia A/S
18/07/2018 19.11;;0;4.836,41;4.836,41;2;0;2.900,00;;95355;6501;Scandinavian Airlines System
18/07/2018 19.16;;0;7.077,56;7.077,56;2;0;4.650,00;;95187;6502;Vueling Airlines
18/07/2018 19.25;;0;7.076,25;7.076,25;2;0;4.650,00;;95356;6503;Primera Air Scandinavia A/S
18/07/2018 19.48;03/08/2018 10.09;1.860,00;0;1.860,00;1;1.450,00;0;;;6504;Norwegian Air Shuttle
18/07/2018 20.11;;0;2.668,61;2.668,61;1;0;1.450,00;;95188;6505;BRUSSELS AIRLINES
18/07/2018 20.17;;0;3.820,00;3.820,00;2;0;1.815,00;1;93318;6506;Norwegian Aviation College
18/07/2018 20.44;;0;19.742,72;19.742,72;4;0;13.940,00;;95189;6507;Primera Air Scandinavia A/S
18/07/2018 20.55;;0;8.874,46;8.874,46;4;0;5.800,00;;95190;6508;Vueling Airlines
18/07/2018 21.05;;0;9.300,00;9.300,00;5;0;7.250,00;;;6509;British Airways
18/07/2018 21.21;;0;1.960,00;1.960,00;1;0;907,5;1;93284;6510;Norwegian Air Shuttle
18/07/2018 22.03;;0;8.990,87;8.990,87;4;0;5.800,00;;94304;6511;EasyJet
18/07/2018 22.10;22/08/2018 09.53;7.454,53;0;7.454,53;4;5.800,00;0;;;6512;BRUSSELS AIRLINES
18/07/2018 22.16;;0;7.076,25;7.076,25;2;0;4.650,00;;95357;6513;Vueling Airlines
18/07/2018 22.24;;0;7.076,25;7.076,25;2;0;4.650,00;;95358;6514;Scandinavian Airlines System
18/07/2018 22.32;;0;4.837,23;4.837,23;2;0;2.900,00;;95192;6515;Vueling Airlines
18/07/2018 22.51;;0;7.549,85;7.549,85;4;0;5.800,00;;95873;6516;Scandinavian Airlines System
18/07/2018 23.27;;0;13.355,11;13.355,11;4;0;9.300,00;;95193;6517;Ryan Air Service
19/07/2018 00.13;;0;2.668,20;2.668,20;1;0;1.450,00;;95359;6518;Scandinavian Airlines System
19/07/2018 02.09;;0;15.265,90;15.265,90;3;0;10.455,00;;96013;6519;Finnair
19/07/2018 03.46;;0;10.371,36;10.371,36;2;0;6.970,00;;95194;6520;Condor Flugdienst
19/07/2018 06.57;;0;10.366,34;10.366,34;3;0;6.975,00;;95195;6521;Montenegro airlines
19/07/2018 07.54;;0;9.037,88;9.037,88;2;0;6.970,00;;97258;6522;Norwegian Air Shuttle
19/07/2018 08.13;;0;15.257,04;15.257,04;3;0;10.455,00;;95285;6523;KLM Royal Dutch Airlines
19/07/2018 08.23;03/08/2018 10.09;1.860,00;0;1.860,00;1;1.450,00;0;;;6524;Norwegian Air Shuttle
